,基隆,汐止,萬里,新店,土城,板橋,新莊,菜寮,林口,淡水,士林,中山,萬華,古亭,松山,桃園,大園,觀音,平鎮,龍潭,陽明,富貴角,豐原,沙鹿,大里,忠明,西屯,彰化,線西,二林,南投,竹山,埔里,湖口,竹東,新竹,頭份,苗栗,三義,斗六,崙背,新港,朴子,台西,嘉義,新營,善化,安南,台南,麥寮,美濃,橋頭,仁武,大寮,林園,楠梓,左營,前金,前鎮,小港,屏東,潮州,恆春,宜蘭,冬山,台東,花蓮,關山,金門,馬公,馬祖
2019-06-18-02,8,11,6.0,9.0,12.0,9.0,11.0,6,12.0,8,13.0,8.0,1.0,-999,11.0,15.0,17.0,24.0,17.0,9.0,7,17,8.0,1,4.0,4.0,4.0,7.0,8,10.0,-999,4,9.0,14.0,-999,13.0,6.0,11.0,1.0,1.0,11.0,15.0,23.0,16,2,12,1,9,7,13,3.0,11,3.0,9.0,9.0,5.0,5,10.0,1.0,3.0,4,9.0,-999,5.0,12.0,3,8,6.0,17.0,1.0,13
2019-06-18-03,10,5,7.0,7.0,14.0,8.0,7.0,6,10.0,8,12.0,8.0,1.0,-999,10.0,21.0,11.0,22.0,10.0,14.0,9,18,11.0,1,8.0,7.0,10.0,8.0,5,7.0,-999,4,7.0,8.0,1,12.0,6.0,6.0,1.0,6.0,11.0,11.0,15.0,16,7,10,1,8,4,13,4.0,9,5.0,9.0,7.0,10.0,4,1.0,1.0,6.0,2,9.0,-999,5.0,10.0,2,8,4.0,17.0,2.0,15
2019-06-18-04,10,4,3.0,6.0,15.0,14.0,5.0,7,8.0,7,5.0,4.0,3.0,-999,8.0,24.0,19.0,21.0,5.0,4.0,7,15,10.0,1,5.0,7.0,11.0,9.0,4,8.0,-999,4,5.0,11.0,-999,9.0,8.0,9.0,1.0,5.0,11.0,13.0,7.0,21,4,10,1,13,9,11,-999,8,10.0,8.0,4.0,7.0,-999,5.0,1.0,-999,1,10.0,-999,4.0,8.0,5,8,4.0,13.0,5.0,13
2019-06-18-05,11,5,5.0,7.0,14.0,20.0,6.0,7,7.0,6,5.0,6.0,1.0,-999,5.0,14.0,15.0,15.0,6.0,10.0,10,17,13.0,2,5.0,7.0,7.0,8.0,3,9.0,-999,6,3.0,18.0,-999,9.0,7.0,10.0,3.0,12.0,11.0,13.0,1.0,27,1,8,1,14,11,14,2.0,10,9.0,11.0,7.0,10.0,-999,1.0,1.0,1.0,1,5.0,-999,5.0,8.0,5,8,4.0,9.0,9.0,14
2019-06-18-06,11,5,8.0,6.0,17.0,14.0,10.0,7,7.0,5,3.0,5.0,2.0,-999,2.0,14.0,19.0,14.0,5.0,3.0,10,14,14.0,1,3.0,3.0,4.0,2.0,2,10.0,-999,9,3.0,13.0,-999,10.0,7.0,10.0,1.0,11.0,15.0,13.0,2.0,23,1,8,1,14,9,16,6.0,8,7.0,13.0,9.0,2.0,-999,1.0,1.0,7.0,1,8.0,-999,7.0,8.0,4,7,6.0,21.0,8.0,17
2019-06-18-07,10,6,7.0,10.0,20.0,12.0,17.0,8,7.0,9,16.0,7.0,5.0,-999,5.0,13.0,10.0,13.0,13.0,12.0,12,12,12.0,4,1.0,8.0,6.0,7.0,7,13.0,-999,10,8.0,16.0,-999,12.0,8.0,11.0,1.0,11.0,10.0,15.0,5.0,15,1,9,3,16,5,14,9.0,11,7.0,13.0,9.0,3.0,1,1.0,3.0,6.0,2,7.0,-999,8.0,9.0,8,5,5.0,33.0,1.0,18
2019-06-18-08,12,11,11.0,13.0,24.0,22.0,22.0,11,8.0,9,22.0,8.0,6.0,-999,14.0,19.0,13.0,11.0,13.0,13.0,14,9,11.0,5,4.0,11.0,13.0,7.0,10,16.0,-999,6,11.0,18.0,-999,12.0,14.0,11.0,1.0,5.0,8.0,14.0,6.0,12,1,10,10,13,9,9,5.0,10,12.0,4.0,12.0,6.0,10,9.0,8.0,3.0,7,18.0,-999,8.0,18.0,9,6,7.0,35.0,2.0,18
2019-06-18-09,12,14,11.0,14.0,20.0,27.0,18.0,-999,8.0,8,25.0,15.0,9.0,-999,17.0,12.0,13.0,12.0,11.0,19.0,20,16,11.0,7,8.0,18.0,9.0,10.0,9,19.0,-999,5,11.0,14.0,-999,12.0,14.0,11.0,1.0,1.0,7.0,12.0,10.0,9,1,9,13,16,19,2,7.0,18,11.0,3.0,9.0,11.0,8,12.0,6.0,10.0,7,15.0,-999,7.0,18.0,6,11,8.0,33.0,5.0,18
2019-06-18-10,17,-999,11.0,17.0,12.0,19.0,10.0,11,8.0,-999,19.0,17.0,8.0,-999,23.0,12.0,10.0,10.0,8.0,16.0,11,24,13.0,6,9.0,10.0,11.0,11.0,11,16.0,-999,9,10.0,13.0,-999,11.0,8.0,10.0,1.0,6.0,7.0,11.0,8.0,7,4,7,13,20,-999,3,6.0,14,14.0,9.0,8.0,17.0,10,9.0,3.0,6.0,19,14.0,-999,9.0,16.0,3,-999,7.0,24.0,6.0,19
2019-06-18-11,12,17,11.0,16.0,13.0,16.0,11.0,13,7.0,21,15.0,21.0,21.0,-999,24.0,10.0,17.0,15.0,14.0,8.0,19,22,19.0,4,10.0,10.0,11.0,12.0,13,17.0,-999,7,7.0,11.0,-999,10.0,12.0,13.0,1.0,11.0,7.0,13.0,11.0,10,2,5,3,26,14,5,8.0,8,13.0,6.0,9.0,22.0,5,7.0,11.0,7.0,13,1.0,-999,12.0,18.0,4,15,9.0,12.0,6.0,17
2019-06-18-12,9,18,9.0,15.0,13.0,17.0,15.0,13,7.0,18,24.0,21.0,12.0,-999,33.0,25.0,11.0,12.0,24.0,10.0,14,20,15.0,9,5.0,1.0,13.0,16.0,17,21.0,3,7,6.0,13.0,-999,16.0,15.0,20.0,6.0,8.0,7.0,12.0,11.0,10,7,12,11,23,7,-999,8.0,9,16.0,10.0,6.0,17.0,2,11.0,3.0,8.0,16,5.0,-999,14.0,14.0,3,9,10.0,8.0,4.0,22
2019-06-18-13,14,18,7.0,22.0,19.0,18.0,17.0,14,6.0,13,15.0,16.0,29.0,-999,27.0,19.0,15.0,11.0,21.0,14.0,15,20,20.0,7,10.0,8.0,8.0,14.0,-999,19.0,1,-999,9.0,12.0,-999,14.0,12.0,20.0,10.0,12.0,13.0,7.0,7.0,6,1,10,-999,-999,1,9,3.0,8,14.0,14.0,5.0,10.0,2,11.0,3.0,7.0,5,8.0,-999,10.0,16.0,5,7,8.0,8.0,8.0,23
2019-06-18-14,12,15,7.0,22.0,22.0,19.0,17.0,16,5.0,13,20.0,15.0,21.0,-999,24.0,17.0,6.0,14.0,24.0,24.0,-999,-999,20.0,-999,8.0,11.0,9.0,13.0,20,18.0,2,9,7.0,8.0,-999,10.0,8.0,15.0,10.0,11.0,8.0,6.0,8.0,-999,7,8,-999,13,6,7,9.0,-999,6.0,14.0,13.0,5.0,1,9.0,4.0,7.0,10,10.0,-999,10.0,21.0,11,8,7.0,11.0,13.0,18
2019-06-18-15,10,16,11.0,20.0,20.0,20.0,16.0,17,4.0,14,12.0,18.0,31.0,-999,17.0,9.0,12.0,10.0,14.0,23.0,15,11,20.0,5,11.0,27.0,12.0,10.0,11,12.0,1,11,5.0,6.0,-999,12.0,10.0,17.0,6.0,22.0,6.0,5.0,11.0,13,-999,6,-999,15,5,5,15.0,8,9.0,13.0,9.0,15.0,5,7.0,3.0,6.0,-999,13.0,10,10.0,18.0,11,4,7.0,11.0,14.0,-999
2019-06-18-16,-999,17,14.0,17.0,19.0,22.0,14.0,16,1.0,12,31.0,15.0,27.0,-999,16.0,9.0,10.0,10.0,18.0,14.0,11,8,10.0,5,9.0,20.0,14.0,12.0,9,17.0,1,12,9.0,7.0,-999,12.0,13.0,18.0,6.0,18.0,5.0,5.0,13.0,12,5,-999,10,13,7,7,9.0,6,10.0,10.0,5.0,11.0,3,12.0,1.0,2.0,11,9.0,7,10.0,12.0,8,7,9.0,9.0,11.0,11
2019-06-18-17,8,14,15.0,17.0,19.0,25.0,12.0,11,1.0,9,31.0,9.0,21.0,-999,15.0,6.0,22.0,7.0,12.0,10.0,1,4,16.0,8,8.0,25.0,11.0,13.0,9,12.0,4,9,10.0,9.0,-999,9.0,12.0,17.0,4.0,18.0,4.0,5.0,14.0,8,12,4,11,20,7,7,13.0,15,13.0,8.0,4.0,18.0,11,4.0,1.0,1.0,17,16.0,8,14.0,12.0,-999,8,12.0,10.0,9.0,10
2019-06-18-18,18,13,14.0,22.0,20.0,25.0,12.0,9,3.0,8,35.0,1.0,17.0,-999,16.0,7.0,15.0,6.0,17.0,6.0,3,9,10.0,11,13.0,13.0,13.0,15.0,8,10.0,7,9,9.0,11.0,-999,5.0,10.0,15.0,1.0,5.0,3.0,8.0,8.0,4,16,11,11,9,5,5,8.0,8,7.0,4.0,8.0,12.0,4,3.0,1.0,7.0,18,15.0,7,14.0,12.0,-999,8,11.0,10.0,8.0,9
2019-06-18-19,17,12,13.0,21.0,23.0,21.0,12.0,10,4.0,7,16.0,9.0,1.0,-999,17.0,11.0,15.0,11.0,8.0,14.0,10,6,12.0,8,13.0,19.0,14.0,15.0,9,8.0,10,14,7.0,13.0,-999,6.0,12.0,13.0,1.0,3.0,5.0,7.0,8.0,8,16,9,9,4,5,7,19.0,6,7.0,7.0,9.0,18.0,14,8.0,1.0,1.0,11,21.0,7,13.0,18.0,4,8,10.0,8.0,5.0,11
2019-06-18-20,17,13,14.0,15.0,25.0,20.0,15.0,12,4.0,7,12.0,13.0,9.0,-999,14.0,14.0,8.0,9.0,8.0,8.0,7,6,13.0,8,12.0,13.0,12.0,16.0,11,10.0,10,12,9.0,10.0,-999,6.0,17.0,10.0,3.0,3.0,9.0,8.0,7.0,7,12,5,3,1,1,5,13.0,13,5.0,11.0,6.0,7.0,8,8.0,1.0,4.0,10,15.0,9,12.0,20.0,9,5,9.0,8.0,4.0,11
2019-06-18-21,15,17,14.0,14.0,22.0,20.0,17.0,12,3.0,9,5.0,17.0,11.0,-999,14.0,10.0,8.0,7.0,5.0,12.0,12,4,17.0,8,11.0,25.0,6.0,9.0,8,16.0,8,7,7.0,11.0,-999,9.0,18.0,5.0,7.0,12.0,9.0,6.0,7.0,1,10,12,3,1,8,3,7.0,11,4.0,12.0,4.0,6.0,6,10.0,2.0,2.0,8,17.0,8,13.0,12.0,11,7,7.0,9.0,2.0,9
2019-06-18-22,14,16,12.0,11.0,17.0,22.0,15.0,14,2.0,11,7.0,12.0,10.0,-999,14.0,13.0,10.0,8.0,12.0,13.0,14,6,14.0,6,8.0,17.0,1.0,8.0,10,15.0,7,5,8.0,12.0,-999,10.0,13.0,3.0,4.0,7.0,10.0,14.0,7.0,6,10,9,2,2,6,3,8.0,11,3.0,16.0,7.0,7.0,1,10.0,2.0,3.0,8,10.0,7,12.0,12.0,8,4,7.0,10.0,1.0,9
2019-06-18-23,12,16,11.0,11.0,13.0,24.0,16.0,12,5.0,10,18.0,9.0,8.0,-999,10.0,10.0,7.0,11.0,18.0,13.0,4,8,8.0,2,8.0,15.0,4.0,1.0,10,13.0,5,5,10.0,15.0,-999,8.0,8.0,7.0,1.0,11.0,13.0,9.0,2.0,12,4,8,4,7,10,3,9.0,14,9.0,14.0,5.0,16.0,1,9.0,1.0,4.0,8,5.0,7,10.0,11.0,6,5,8.0,7.0,2.0,12
2019-06-19-00,11.0,15.0,7.0,11.0,14.0,19.0,15.0,12.0,6.0,11.0,18.0,14.0,4.0,-999,9.0,13,7.0,8.0,14.0,16.0,3.0,6.0,1,1.0,1,7.0,5,10.0,7.0,11.0,4.0,7.0,8,14.0,-999,5,9.0,10.0,1,16,11,11,5,12.0,2.0,5.0,5.0,10.0,11.0,3,12,15.0,12,13.0,11,16.0,1,6.0,1,7.0,5.0,2.0,7,11,10.0,6.0,13.0,9,7,2,11.0
2019-06-19-01,13.0,15.0,3.0,7.0,14.0,17.0,15.0,15.0,5.0,13.0,17.0,14.0,4.0,-999,7.0,10,11.0,9.0,18.0,7.0,3.0,6.0,6,2.0,2,6.0,9,4.0,6.0,9.0,3.0,10.0,9,6.0,-999,5,9.0,11.0,1,18,8,8,5,9.0,3.0,5.0,3.0,19.0,13.0,5,12,10.0,5,15.0,11,17.0,1,6.0,1,3.0,8.0,5.0,8,10,13.0,4.0,8.0,8,7,1,8.0
2019-06-19-02,10.0,16.0,5.0,5.0,14.0,15.0,15.0,12.0,4.0,10.0,16.0,14.0,2.0,-999,5.0,13,5.0,8.0,16.0,9.0,5.0,6.0,5,2.0,8,7.0,8,8.0,7.0,14.0,4.0,12.0,7,1.0,-999,8,12.0,10.0,1,11,7,8,12,9.0,3.0,8.0,1.0,14.0,12.0,9,11,13.0,13,12.0,13,14.0,6,8.0,1,9.0,9.0,8.0,6,5,7.0,3.0,5.0,7,4,1,10.0
2019-06-19-03,9.0,12.0,4.0,5.0,17.0,15.0,13.0,10.0,3.0,8.0,17.0,6.0,3.0,-999,4.0,13,16.0,8.0,17.0,4.0,3.0,7.0,11,1.0,10,4.0,5,12.0,12.0,12.0,8.0,12.0,7,2.0,-999,8,11.0,10.0,2,1,10,10,6,9.0,1.0,12.0,2.0,18.0,13.0,9,9,16.0,6,18.0,14,17.0,4,6.0,3,10.0,12.0,7.0,6,5,10.0,8.0,9.0,7,5,1,12.0
2019-06-19-04,9.0,11.0,5.0,6.0,16.0,15.0,14.0,12.0,3.0,7.0,19.0,1.0,5.0,-999,4.0,9,8.0,6.0,6.0,14.0,3.0,4.0,13,1.0,10,4.0,8,12.0,11.0,16.0,6.0,12.0,4,8.0,-999,7,8.0,10.0,2,1,10,8,12,11.0,5.0,11.0,3.0,17.0,11.0,7,13,16.0,14,22.0,11,8.0,3,10.0,8,10.0,15.0,8.0,8,8,15.0,11.0,8.0,6,4,6,9.0
2019-06-19-05,10.0,12.0,6.0,7.0,14.0,10.0,11.0,9.0,3.0,5.0,16.0,1.0,1.0,-999,4.0,17,10.0,9.0,11.0,16.0,4.0,4.0,13,1.0,9,6.0,8,10.0,8.0,14.0,4.0,11.0,3,9.0,-999,7,8.0,10.0,1,9,9,9,14,15.0,3.0,11.0,10.0,16.0,11.0,8,10,17.0,4,22.0,14,8.0,4,10.0,2,9.0,12.0,6.0,8,10,12.0,8.0,11.0,6,6,4,8.0
2019-06-19-06,7.0,12.0,3.0,11.0,14.0,13.0,11.0,7.0,2.0,4.0,19.0,2.0,2.0,-999,6.0,21,2.0,9.0,9.0,13.0,9.0,4.0,17,3.0,8,8.0,13,1.0,6.0,13.0,4.0,13.0,8,7.0,-999,4,9.0,10.0,1,13,8,11,23,14.0,3.0,12.0,1.0,9.0,5.0,10,9,15.0,10,20.0,12,8.0,3,10.0,1,7.0,10.0,11.0,8,9,9.0,8.0,14.0,9,6,7,8.0
2019-06-19-07,8.0,10.0,7.0,9.0,16.0,14.0,17.0,10.0,3.0,5.0,13.0,7.0,8.0,-999,10.0,21,7.0,5.0,10.0,6.0,9.0,3.0,12,4.0,8,8.0,6,5.0,4.0,12.0,1.0,12.0,9,7.0,-999,3,9.0,8.0,2,-999,10,13,22,11.0,11.0,10.0,8.0,9.0,5.0,13,13,12.0,7,14.0,15,10.0,8,5.0,1,10.0,7.0,12.0,8,10,13.0,10.0,8.0,12,7,9,11.0
2019-06-19-08,8.0,9.0,8.0,7.0,18.0,12.0,14.0,12.0,5.0,9.0,14.0,9.0,11.0,-999,17.0,18,13.0,6.0,16.0,4.0,12.0,6.0,19,2.0,3,15.0,9,10.0,7.0,11.0,4.0,5.0,12,5.0,-999,5,7.0,13.0,1,14,9,9,19,9.0,11.0,10.0,8.0,8.0,9.0,9,9,11.0,10,13.0,13,14.0,7,6.0,1,5.0,8.0,12.0,12,10,14.0,8.0,12.0,9,8,5,11.0
2019-06-19-09,10.0,13.0,6.0,12.0,15.0,14.0,10.0,15.0,2.0,10.0,15.0,15.0,19.0,-999,18.0,11,10.0,10.0,19.0,10.0,9.0,6.0,10,1.0,14,16.0,17,10.0,9.0,16.0,5.0,5.0,12,9.0,1,5,6.0,17.0,1,15,6,9,9,12.0,15.0,10.0,16.0,11.0,10.0,7,10,10.0,6,13.0,7,14.0,8,2.0,1,7.0,15.0,15.0,2,9,10.0,5.0,15.0,7,8,5,10.0
2019-06-19-10,15.0,12.0,7.0,18.0,13.0,12.0,11.0,15.0,1.0,12.0,16.0,21.0,22.0,-999,13.0,19,9.0,11.0,24.0,10.0,9.0,8.0,13,2.0,14,16.0,17,16.0,12.0,13.0,8.0,9.0,8,13.0,-999,9,9.0,14.0,-999,1,7,10,8,11.0,11.0,14.0,15.0,3.0,10.0,-999,10,13.0,-999,15.0,10,17.0,4,8.0,1,7.0,16.0,12.0,4,9,18.0,3.0,12.0,10,8,-999,15.0
2019-06-19-11,17.0,13.0,10.0,18.0,18.0,9.0,12.0,11.0,3.0,14.0,20.0,19.0,25.0,-999,14.0,10,8.0,8.0,9.0,10.0,10.0,7.0,11,3.0,15,15.0,-999,15.0,9.0,14.0,9.0,9.0,-999,7.0,-999,7,10.0,16.0,7,1,7,15,3,10.0,10.0,10.0,16.0,6.0,5.0,1,10,9.0,-999,18.0,13,14.0,3,1.0,10,6.0,15.0,22.0,5,10,20.0,6.0,13.0,-999,8,-999,13.0
2019-06-19-12,14.0,16.0,8.0,13.0,15.0,10.0,11.0,13.0,3.0,11.0,11.0,14.0,16.0,-999,17.0,10,12.0,10.0,6.0,9.0,14.0,8.0,17,3.0,14,11.0,11,22.0,7.0,14.0,8.0,10.0,4,7.0,-999,-999,10.0,17.0,9,6,5,16,-999,14.0,13.0,9.0,14.0,1.0,4.0,1,17,9.0,-999,19.0,9,9.0,6,6.0,1,6.0,17.0,20.0,7,10,11.0,15.0,1.0,12,-999,19,9.0
2019-06-19-13,11.0,14.0,10.0,20.0,14.0,12.0,11.0,16.0,6.0,9.0,28.0,14.0,19.0,12,22.0,8,12.0,9.0,13.0,10.0,10.0,11.0,18,2.0,15,21.0,6,14.0,13.0,17.0,10.0,11.0,8,10.0,-999,4,13.0,11.0,7,20,2,14,15,12.0,2.0,8.0,7.0,8.0,5.0,2,13,7.0,12,16.0,6,11.0,-999,2.0,1,7.0,18.0,18.0,8,-999,10.0,17.0,3.0,11,8,12,14.0
2019-06-19-14,12.0,15.0,10.0,26.0,17.0,17.0,13.0,17.0,6.0,8.0,14.0,21.0,16.0,-999,18.0,14,7.0,9.0,16.0,12.0,10.0,6.0,-999,1.0,17,11.0,5,10.0,10.0,22.0,8.0,7.0,11,7.0,1,5,11.0,10.0,1,16,1,11,15,5.0,5.0,6.0,4.0,9.0,5.0,3,11,9.0,9,13.0,-999,11.0,1,7.0,1,8.0,29.0,11.0,7,8,6.0,17.0,8.0,10,7,6,13.0
2019-06-19-15,13.0,20.0,10.0,21.0,18.0,17.0,9.0,15.0,2.0,9.0,28.0,20.0,17.0,-999,15.0,-999,2.0,7.0,13.0,8.0,5.0,3.0,-999,1.0,-999,7.0,17,2.0,7.0,19.0,5.0,5.0,8,5.0,-999,4,8.0,12.0,1,12,-999,10,6,4.0,1.0,6.0,7.0,15.0,5.0,1,-999,8.0,5,10.0,-999,14.0,1,11.0,1,8.0,20.0,6.0,-999,8,9.0,16.0,1.0,10,8,4,8.0
2019-06-19-16,14.0,21.0,11.0,20.0,20.0,14.0,10.0,14.0,1.0,7.0,11.0,20.0,9.0,-999,13.0,13,7.0,8.0,5.0,14.0,5.0,2.0,12,1.0,18,2.0,17,6.0,5.0,23.0,6.0,7.0,10,6.0,-999,5,10.0,11.0,3,11,-999,-999,4,3.0,1.0,6.0,2.0,7.0,4.0,1,-999,8.0,9,10.0,7,9.0,3,9.0,1,6.0,21.0,10.0,-999,7,16.0,12.0,1.0,10,11,5,11.0
2019-06-19-17,11.0,16.0,14.0,20.0,17.0,16.0,14.0,12.0,1.0,4.0,12.0,16.0,16.0,-999,17.0,13,13.0,7.0,5.0,12.0,4.0,3.0,9,4.0,14,3.0,24,7.0,4.0,17.0,9.0,7.0,14,4.0,-999,5,13.0,10.0,7,13,6,10,6,1.0,1.0,7.0,2.0,3.0,10.0,1,-999,11.0,7,8.0,9,9.0,3,14.0,1,3.0,11.0,7.0,-999,5,24.0,10.0,7.0,10,14,4,12.0
2019-06-19-18,24.0,12.0,17.0,20.0,13.0,16.0,9.0,11.0,1.0,2.0,1.0,14.0,13.0,-999,16.0,11,13.0,6.0,5.0,13.0,3.0,9.0,11,6.0,2,5.0,15,8.0,5.0,16.0,8.0,6.0,12,6.0,-999,2,16.0,9.0,3,9,10,6,3,5.0,1.0,10.0,7.0,1.0,6.0,2,8,8.0,11,1.0,6,9.0,4,5.0,1,6.0,16.0,9.0,-999,7,23.0,6.0,8.0,10,10,1,9.0
2019-06-19-19,21.0,10.0,18.0,17.0,14.0,15.0,7.0,10.0,1.0,2.0,7.0,6.0,16.0,-999,12.0,14,8.0,8.0,8.0,14.0,6.0,9.0,18,1.0,7,9.0,7,5.0,2.0,17.0,4.0,11.0,7,10.0,-999,5,13.0,4.0,2,2,11,6,4,9.0,3.0,9.0,4.0,1.0,16.0,1,11,7.0,1,1.0,4,7.0,1,9.0,1,2.0,7.0,11.0,-999,10,12.0,5.0,7.0,10,9,2,7.0
2019-06-19-20,18.0,10.0,12.0,14.0,14.0,14.0,8.0,11.0,1.0,2.0,6.0,9.0,6.0,-999,10.0,9,1.0,5.0,12.0,19.0,6.0,4.0,14,1.0,9,9.0,8,6.0,2.0,16.0,5.0,12.0,9,6.0,-999,10,13.0,4.0,4,1,8,7,1,7.0,8.0,8.0,7.0,2.0,8.0,1,5,6.0,1,8.0,2,5.0,1,1.0,1,5.0,4.0,23.0,-999,10,14.0,10.0,4.0,10,8,2,6.0
2019-06-19-21,15.0,12.0,11.0,14.0,15.0,12.0,9.0,14.0,3.0,4.0,5.0,11.0,6.0,-999,11.0,8,1.0,5.0,19.0,16.0,10.0,4.0,16,3.0,14,8.0,7,6.0,7.0,18.0,6.0,4.0,10,4.0,-999,5,11.0,8.0,4,12,5,8,5,8.0,13.0,7.0,1.0,2.0,9.0,3,3,10.0,1,10.0,7,5.0,1,6.0,1,1.0,4.0,16.0,-999,10,16.0,10.0,3.0,10,3,2,8.0
2019-06-19-22,12.0,16.0,13.0,17.0,17.0,11.0,9.0,14.0,2.0,6.0,8.0,15.0,7.0,-999,9.0,7,4.0,7.0,13.0,12.0,5.0,6.0,15,3.0,8,9.0,14,9.0,14.0,13.0,6.0,1.0,10,8.0,-999,5,8.0,8.0,4,18,4,10,3,5.0,10.0,8.0,7.0,2.0,1.0,2,11,11.0,6,10.0,10,8.0,3,1.0,-999,1.0,8.0,15.0,-999,12,16.0,7.0,6.0,9,5,3,7.0
2019-06-19-23,10.0,13.0,11.0,16.0,13.0,8.0,10.0,13.0,2.0,5.0,19.0,12.0,12.0,-999,11.0,9,10.0,5.0,19.0,12.0,1.0,3.0,21,3.0,8,11.0,10,10.0,13.0,14.0,8.0,2.0,10,11.0,-999,4,8.0,9.0,4,24,9,11,3,2.0,4.0,5.0,1.0,2.0,1.0,1,12,9.0,14,13.0,7,6.0,5,6.0,-999,1.0,11.0,3.0,-999,14,19.0,5.0,12.0,8,9,1,8.0
2019-06-20-00,11.0,9.0,9.0,13.0,11.0,11,13.0,10.0,5.0,8,27.0,14.0,15.0,-999,5,12.0,14,5.0,24.0,19.0,4.0,3,12,2.0,12,18.0,10.0,8,7.0,12.0,8.0,2,10.0,6.0,-999,2.0,11,8,5.0,-999,7,16,4.0,1.0,1.0,10.0,5.0,1.0,7.0,1.0,5.0,10.0,13.0,16.0,9.0,3,5.0,1.0,-999,16.0,9.0,15.0,-999,12,16,5.0,12.0,7.0,8.0,1.0,14
2019-06-20-01,9.0,9.0,5.0,11.0,10.0,15,9.0,10.0,3.0,1,17.0,14.0,6.0,-999,10,11.0,5,11.0,24.0,19.0,1.0,5,13,1.0,10,12.0,13.0,7,8.0,12.0,6.0,5,10.0,2.0,-999,5.0,10,8,1.0,14,3,10,3.0,1.0,1.0,9.0,1.0,1.0,5.0,1.0,6.0,11.0,9.0,15.0,12.0,2,5.0,3.0,-999,1.0,5.0,9.0,-999,7,11,6.0,11.0,7.0,5.0,1.0,11
2019-06-20-02,11.0,12.0,3.0,7.0,9.0,12,9.0,10.0,1.0,1,9.0,12.0,3.0,-999,13,10.0,1,9.0,10.0,20.0,4.0,5,12,2.0,5,16.0,14.0,5,8.0,11.0,7.0,10,9.0,4.0,-999,7.0,9,9,1.0,14,1,11,6.0,3.0,3.0,11.0,1.0,1.0,6.0,1.0,13.0,11.0,1.0,12.0,10.0,9,2.0,1.0,-999,1.0,10.0,15.0,-999,7,11,6.0,7.0,9.0,7.0,5.0,12
2019-06-20-03,10.0,13.0,5.0,7.0,9.0,17,10.0,14.0,1.0,4,1.0,7.0,8.0,-999,14,9.0,2,7.0,1.0,8.0,1.0,5,12,4.0,1,18.0,17.0,10,7.0,14.0,8.0,7,10.0,9.0,-999,8.0,12,8,3.0,3,4,6,4.0,2.0,2.0,12.0,5.0,1.0,1.0,1.0,5.0,11.0,2.0,12.0,7.0,9,1.0,1.0,-999,4.0,3.0,6.0,-999,10,8,10.0,8.0,7.0,8.0,5.0,16
2019-06-20-04,10.0,9.0,5.0,8.0,7.0,13,9.0,13.0,2.0,2,5.0,7.0,10.0,-999,10,6.0,5,7.0,2.0,3.0,6.0,6,8,2.0,1,15.0,15.0,7,7.0,14.0,7.0,6,9.0,6.0,-999,6.0,10,6,4.0,1,7,2,7.0,7.0,1.0,12.0,3.0,4.0,9.0,3.0,12.0,11.0,9.0,14.0,7.0,6,1.0,2.0,-999,1.0,10.0,9.0,-999,11,7,7.0,11.0,5.0,11.0,2.0,20
2019-06-20-05,12.0,8.0,3.0,13.0,8.0,8,9.0,8.0,4.0,3,3.0,5.0,16.0,-999,-999,9.0,11,7.0,11.0,1.0,9.0,3,7,1.0,7,18.0,12.0,9,8.0,17.0,6.0,6,4.0,2.0,-999,4.0,10,9,3.0,1,8,1,6.0,11.0,1.0,12.0,8.0,6.0,7.0,1.0,10.0,12.0,13.0,13.0,9.0,1,2.0,5.0,-999,7.0,12.0,10.0,-999,13,13,4.0,8.0,7.0,12.0,1.0,22
2019-06-20-06,11.0,11.0,5.0,15.0,10.0,16,10.0,10.0,1.0,4,8.0,12.0,15.0,-999,-999,10.0,8,11.0,13.0,2.0,7.0,4,11,1.0,12,15.0,10.0,5,10.0,16.0,6.0,6,9.0,8.0,-999,4.0,10,9,1.0,1,16,7,6.0,14.0,2.0,12.0,1.0,10.0,5.0,2.0,6.0,10.0,17.0,4.0,14.0,7,3.0,12.0,1,9.0,12.0,13.0,-999,14,18,8.0,5.0,9.0,8.0,1.0,20
2019-06-20-07,11.0,15.0,9.0,15.0,8.0,14,12.0,13.0,1.0,4,5.0,11.0,25.0,-999,-999,11.0,9,10.0,16.0,9.0,10.0,8,10,1.0,17,13.0,7.0,9,7.0,15.0,7.0,5,14.0,11.0,-999,4.0,9,6,1.0,9,9,11,7.0,17.0,2.0,14.0,4.0,9.0,8.0,7.0,11.0,11.0,11.0,3.0,14.0,9,9.0,6.0,1,9.0,17.0,11.0,-999,13,14,8.0,4.0,13.0,16.0,1.0,22
2019-06-20-08,13.0,13.0,7.0,16.0,9.0,10,9.0,13.0,4.0,2,29.0,17.0,18.0,-999,25,14.0,2,8.0,8.0,7.0,9.0,7,15,1.0,13,13.0,9.0,9,7.0,13.0,6.0,6,14.0,9.0,-999,7.0,9,10,1.0,-999,9,13,9.0,13.0,5.0,10.0,1.0,14.0,5.0,7.0,6.0,11.0,7.0,9.0,8.0,12,10.0,11.0,1,5.0,12.0,15.0,-999,14,14,6.0,5.0,11.0,19.0,3.0,24
